WT_1	WT_2	KO_1	KO_2
1700012D16Rik	0	0	0	0
1700012H19Rik	0	0	0	0
1700012I11Rik	0	0	0	0
1700012L04Rik	0	0	0	0
1700012P22Rik	0	0	0	0
1700013D24Rik	0	0	0	0
1700013F07Rik	0	0	0	1
1700013G24Rik	0	0	0	0
1700013H16Rik	0	0	0	0
1700015E13Rik	0	2	1	0
1700015F17Rik	1	0	1	0
1700015G11Rik	0	0	0	0
1700016C15Rik	0	0	0	0
1700016D06Rik	0	0	0	0
1700016G22Rik	0	0	0	0
1700016H13Rik	0	0	1	0
1700016K19Rik	0	0	0	0
1700016L04Rik	0	0	1	0
1700016L21Rik	0	0	0	0
1700016P04Rik	0	0	0	0
1700017B05Rik	1721	1648	1816	1600
1700017D01Rik	0	0	0	0
1700017G19Rik	1	0	0	0
1700017J07Rik	0	0	0	0
1700017L05Rik	0	0	0	0
1700017N19Rik	0	0	0	0
1700018A04Rik	0	0	0	0
1700018B08Rik	0	1	1	0
1700018B24Rik	0	0	0	0
1700018C11Rik	0	0	0	0
1700018F24Rik	0	0	0	0
1700018G05Rik	0	0	0	0
1700018L02Rik	16.22	26.32	25.68	25.4
1700019A02Rik	0	0	0	0
1700019B03Rik	1	0	0	1
1700019B21Rik	0	0	0	0
1700019C18Rik	0	0	0	0
1700019D03Rik	15	9	9	21
1700019E08Rik	0	0	0	0
1700019G17Rik	34	42	30	36
1700019G24Rik	0	0	0	0
1700019L03Rik	24.33	16.47	17.37	14.18
1700019M22Rik	0	0	0	0
1700019N19Rik	0	0	1	0
1700019O17Rik	0	0	0	1
1700020A23Rik	2	1	1	1
1700020D05Rik	15	17	6	9
1700020D14Rik	0	0	0	0
1700020G17Rik	0	0	0	0
1700020I14Rik	658	608	829	655
1700020L24Rik	86	120	90	87
1700020M21Rik	0	0	0	0
1700020N01Rik	0	0	0	0
1700020N15Rik	0	0	0	0
1700020N18Rik	0	0	0	0
1700021F05Rik	238	257	287	229
1700021F07Rik	0	0	0	0
1700021K19Rik	540	504	658	607
1700021N21Rik	0	0	0	0
1700022A21Rik	0	0	0	0
1700022A22Rik	0	0	0	0
1700022E09Rik	0	0	0	0
1700022H01Rik	1	2	1	0
1700022H16Rik	0	0	0	0
1700022I11Rik	4	3	4	3
1700023C21Rik	0	0	0	0
1700023F02Rik	0	0	0	0
1700023F06Rik	1	1	1	1
1700024B18Rik	0	0	0	0
1700024F13Rik	0	0	0	0
1700024G13Rik	0	0	0	0
1700024I08Rik	0	0	0	0
1700024N05Rik	0	0	0	0
1700024P04Rik	0	0	0	0
1700024P16Rik	38	27	42	35
1700025B11Rik	0	0	0	1
1700025C18Rik	0	0	0	0
1700025F22Rik	0	0	0	0
1700025F24Rik	0	0	0	0
1700025G04Rik	503	526	562	510
1700025J12Rik	0	0	0	0
1700025K24Rik	0	0	0	0
1700025M24Rik	0	0	0	0
1700025N23Rik	0	1	0	1
1700026D08Rik	0	0	1	0
1700026D11Rik	0	0	0	0
1700026F02Rik	0	0	0	0
1700026J14Rik	0	0	1	0
1700026L06Rik	1	1	0	0
1700027A15Rik	0	0	0	0
1700027F06Rik	0	0	0	0
1700027F09Rik	0	0	0	0
1700027H10Rik	0	0	0	0
1700027I24Rik	0	0	0	0
1700027J07Rik	0	0	1	0
1700028B04Rik	0	0	0	0
1700028D13Rik	0	0	0	0
1700028E10Rik	2	3	0	1
1700028I16Rik	1	0	1	1
1700028J19Rik	1	0	5	3
1700028K03Rik	16.47	22.54	19.62	16.55
1700028M03Rik	0	0	0	0
1700028P14Rik	0	0	0	0
1700028P15Rik	0	0	0	0
1700029B22Rik	0	0	0	0
1700029F12Rik	0	0	0	0
1700029H14Rik	2	3	1	3
1700029I15Rik	3	1	1	5
1700029J03Rik	0	0	0	0
1700029J07Rik	44	45	53	48
1700029M20Rik	0	0	0	0
1700029N11Rik	0	0	0	0
1700029P11Rik	1	0	0	0
1700030A11Rik	0	0	0	0
1700030C10Rik	50.46	50.79	93.73	62.83
1700030F04Rik	0	0	0	0
1700030F18Rik	1	0	0	2
1700030J22Rik	11	14	10	7
1700030K09Rik	111	121	102	117
1700030L20Rik	0	0	0	0
1700030M09Rik	0	0	0	0
1700030N03Rik	0	0	0	0
1700030O20Rik	0	0	1	0
1700031A10Rik	0	0	0	0
1700031F05Rik	0	0	0	0
1700031M16Rik	0	0	0	0
1700031P21Rik	0	0	0	0
1700034E13Rik	0	0	0	0
1700034G24Rik	0	0	0	0
1700034H15Rik	1.12	4.48	3.3	4.35
1700034I23Rik	5	2	4.25	4.94
1700034J05Rik	1	1	0	0
1700034K08Rik	0	0	0	0
1700034O15Rik	0	0	0	0
1700034P13Rik	25.87	9.95	14.06	5.52
1700036G14Rik	0	0	0	0
1700037C18Rik	17	32	27	22
1700037H04Rik	263	220	283	236
1700039E15Rik	0	0	0	0
1700039E22Rik	0	0	0	0
1700040L02Rik	0	0	0	0
1700041A01Rik	0	0	0	0
1700041C23Rik	0	0	0	0
1700041M19Rik	0	0	0	0
1700042G07Rik	0	0	0	0
1700042G15Rik	0	0	0	0
1700042O10Rik	1	2	1	2
1700044C05Rik	0	0	0	0
1700044K03Rik	0	0	0	0
1700045H11Rik	0	0	0	0
1700046C09Rik	0	0	0	0
1700047A11Rik	0	1	0	1
1700047E10Rik	0	0	0	0
1700047G03Rik	1	0	0	0
1700047I17Rik2	372.54	337.4	423.74	376.43
1700047L14Rik	0	0	0	0
1700047M11Rik	1	0	0	0
1700048M11Rik	0	1	3	2
1700048O20Rik	36	29	56	40
1700049E15Rik	0	0	0	0
1700049E22Rik	0	0	0	0
1700049G17Rik	117.86	119.25	137.97	136.68
1700049L16Rik	0	0	0	0
1700051A21Rik	0	0	0	0
1700052I22Rik	0	0	0	0
1700052K11Rik	127.3	118.94	134.36	146.57
1700054A03Rik	0	0	1	0
1700054K19Rik	0	0	0	0
1700054M17Rik	0	0	0	0
1700055C04Rik	0	0	0	0
1700056E22Rik	9	8	11	6
1700057G04Rik	0	0	1	1
1700057H15Rik	0	0	0	0
1700057H21Rik	0	0	0	0
1700060C16Rik	0	0	0	0
1700060C20Rik	1	0	0	0
1700061F12Rik	0	0	0	0
1700061G19Rik	1	1	1	3
1700061I17Rik	1	0	0	0
1700061J23Rik	0	0	0	0
1700063A18Rik	0	0	0	0
1700063D05Rik	0	0	0	0
1700063O14Rik	0	0	0	0
1700064J06Rik	0	0	0	0
1700064M15Rik	0	1	0	0
1700065D16Rik	0	0	0	0
1700065I16Rik	0	0	0	0
1700065J11Rik	0	0	0	0
1700065J18Rik	0	0	0	0
1700065L07Rik	0	0	0	0
1700065O20Rik	0	0	0	0
1700066B17Rik	0	0	0	0
1700066B19Rik	0	1	0	0
1700066J03Rik	0	0	0	0
1700066M21Rik	229	232	293	253
1700066N21Rik	0	0	0	0
1700066O22Rik	0	0	0	0
1700067G17Rik	0	0	0	0
1700067K01Rik	5	3	3	5
1700067P10Rik	0	0	0	0
1700069L16Rik	0	0	0	0
1700069P05Rik	0	0	0	0
1700071K01Rik	0	0	0	0
1700071M16Rik	2.04	1.11	1.03	4.14
1700072B07Rik	0	0	0	0
1700072I22Rik	0	0	0	0
1700072O05Rik	0	0	0	0
1700073E17Rik	0	0	0	0
1700074H08Rik	0	0	0	0
1700074P13Rik	0	0	0	0
1700080E11Rik	0	0	0	0
1700080N15Rik	0	0	0	0
1700080O16Rik	0	0	0	0
1700081H04Rik	0	0	0	0
1700084C01Rik	0	1	1	1
1700084D21Rik	0	0	0	0
1700084E18Rik	3	4	3	6
1700084F23Rik	0	0	0	0
1700084J12Rik	0	0	0	0
1700084M14Rik	0	0	0	0
1700085C21Rik	0	0	0	0
1700086L19Rik	3	4	3	2
1700086O06Rik	37.95	28.06	51.82	40.13
1700088E04Rik	33.33	33.75	35.12	13.92
1700091H14Rik	0	0	0	0
1700092C02Rik	0	0	0	0
1700092C10Rik	0	0	0	0
1700092E19Rik	0	0	0	0
1700092K14Rik	0	0	0	0
1700092M07Rik	0	2	0	2
1700093K21Rik	0	3	2	1
1700094D03Rik	35	40	45	42
1700094J05Rik	0	0	1.21	1.19
1700094M24Rik	0	0	0	0
1700095A21Rik	0	0	0	0
1700095B10Rik	0	0	0	0
1700095J12Rik	0	0	2	0
1700096J18Rik	0	0	0	0
1700096K18Rik	17	26	19	28
1700096P03Rik	0	0	0	0
1700097N02Rik	0	0	0	0
1700099I09Rik	2.14	1.09	2.15	5.3
1700100I10Rik	0	0	0	0
1700100L14Rik	0	0	0	0
1700101E01Rik	0	1	0	0
1700101I11Rik	2	4	2	3
1700101O22Rik	0	0	0	0
1700102H20Rik	0	0	0	0
1700102P08Rik	2	6	6	2
1700104L18Rik	0	0	0	0
1700105P06Rik	6	0	4	0
1700106J16Rik	0	0	0	1
1700108F19Rik	0	0	3	0
1700108J01Rik	0	0	0	0
1700109G14Rik	0	0	0	0
1700109G15Rik	0	0	0	0
1700109H08Rik	6.12	5.32	8.56	8.17
1700109I08Rik	0	0	0	0
1700109K24Rik	23	24	25	30
1700110C19Rik	0	0	1	0
1700110I01Rik	0	0	0	0
1700110I07Rik	0	0	0	0
1700110K17Rik	0	0	0	0
1700111N16Rik	0	0	0	0
1700112E06Rik	36	29	41	34
1700112H15Rik	0	0	1	0
1700112J05Rik	0	1	0	1
1700112J16Rik	2	3	4	1
1700113A16Rik	60	63	97	77
1700113B09Rik	0	0	0	0
1700113H08Rik	0	0	0	0
1700116B05Rik	0	0	0	0
1700119H24Rik	0	0	0	0
1700120C14Rik	1.06	0	1.09	2.09
1700120E14Rik	0	0	0	0
1700120G07Rik	0	0	0	0
1700120K04Rik	0	0	4	1
1700121L16Rik	0	0	0	0
1700121N20Rik	0	0	0	0
1700122C19Rik	0	0	0	0
1700122O11Rik	0	0	0	0
1700123I01Rik	0	0	2	1
1700123J17Rik	0	0	0	0
1700123K08Rik	0	0	0	0
1700123L14Rik	1	0	0	1
1700123M08Rik	13	22	17	22
1700123O12Rik	0	0	0	0
1700123O20Rik	662.18	676.14	768.7	682.44
1700123O21Rik	0	0	0	0
1700124L16Rik	0	0	0	1
1700125G02Rik	0	0	0	0
1700125G22Rik	0	0	0	0
1700125H03Rik	11	6	7	13
1700125H20Rik	0	1	0	0
1700126H18Rik	0	0	0	0
1700128A07Rik	0	0	0	1
1700128F08Rik	0	0	0	0
1700129C05Rik	0	0	0	0
1810006J02Rik	0	0	0	0
1810007C17Rik	0	0	0	0
1810007D17Rik	0	0	0	0
1810008I18Rik	0	0	0	0
1810009A15Rik	529	561	652	525
1810009J06Rik	0	0	0	0
1810010D01Rik	5	11	4	6
1810010H24Rik	17	14	36	17
1810011H11Rik	24	32	32	36
1810011O10Rik	54	76	74	73
1810012K16Rik	0	1	4	1
1810013A23Rik	0	1	2	0
1810013L24Rik	1211	1108	1348	1105
1810014B01Rik	26	26	19	29
1810018F18Rik	0	0	0	0
1810019D21Rik	15.58	21	16.45	22.51
1810020O05Rik	0	1	1	0
1810021B22Rik	16	16	13	10
1810022K09Rik	415	434	485	411
1810024B03Rik	3	2	1	0
1810026B05Rik	180.08	211.98	175.92	166.45
1810026J23Rik	1178.55	1185.48	1262.75	1146.01
1810030O07Rik	684	685	797	692
1810032O08Rik	251	244	306	233
1810034E14Rik	5	14	17	17
1810037I17Rik	524	574	728	507
1810041H14Rik	1	0	2	2
1810041L15Rik	5	4	10	7
1810043G02Rik	146	183	186	170
1810043H04Rik	116	147	138	139
1810044D09Rik	11	19	16	5
1810046K07Rik	0	0	0	0
1810053B23Rik	0	0	0	0
1810055G02Rik	876	786	882	793
1810058I24Rik	705	776	847	783
1810062G17Rik	12	19	21	14
1810062O18Rik	15	9	10.3	17.62
1810063I02Rik	0	0	0	0
1810064F22Rik	0	0	0	0
1810065E05Rik	0	0	0	0
2010001A14Rik	59	40	56	54
2010001E11Rik	4	5.07	7	1.01
2010003K11Rik	1	3	3	2
2010005H15Rik	2	1	1.99	1
2010009K17Rik	1	0	0	2
2010010A06Rik	0	1.3	0	0
2010012O05Rik	98	96	94	93
2010016I18Rik	0	0	1	0
2010106C02Rik	0	0	0	1
2010106E10Rik	1	2	0	0
2010107E04Rik	557	600	833	570
2010107G12Rik	3	2	2	3
2010107G23Rik	0	1	3	3
2010109A12Rik	1	0	1	0
2010109I03Rik	0	1	2	6
2010111I01Rik	134.65	127.72	208.81	209.88
2010204K13Rik	7	6	11	8
2010300C02Rik	2	1	2	2
2010308F09Rik	0	0	0	0
2010310C07Rik	0	0	0	0
2010315B03Rik	296	294	329	279
2010320M18Rik	99	83	119	80
2200002D01Rik	2	8	9	12
2200002J24Rik	0	0	0	0
2210010C04Rik	0	0	0	0
2210011C24Rik	2	2	3	3
2210013O21Rik	615	542	674	595
2210015D19Rik	99.76	99.98	108.29	94.14
2210016F16Rik	679	706	853	644
2210016L21Rik	458	477	525	461
2210018M11Rik	497	488	526	515
2210019I11Rik	0	0	0	0
2210039B01Rik	6	3	2	4
2210404E10Rik	0	0	0	0
2210404O09Rik	65.43	57.01	68.71	63.33
2210406O10Rik	3	5	7	6
2210407C18Rik	0	1	0	0
2210408F21Rik	66	67	67	61
2210408I21Rik	143	145	146	153
2210409D07Rik	0	0	0	0
2210409E12Rik	0	0	0	0
2210414B05Rik	0	0	0	0
2210416O15Rik	1.04	0	2	0
2210417A02Rik	0	0	1	1
2210420H20Rik	0	0	0	0
2300002M23Rik	0	0	0	0
2300003K06Rik	0	0	0	0
2300005B03Rik	0	0	0	0
2300009A05Rik	60	60	63	43
2310001H17Rik	16	23	29	24
2310001K24Rik	11.83	10.34	8.05	12.25
2310002D06Rik	0	0	0	0
2310002F09Rik	0	0	1	0
2310002L09Rik	0	0	0	0
2310003N18Rik	0	0	0	0
2310005A03Rik	0	0	0	0
2310005E17Rik	0	0	0	0
2310007B03Rik	0	0	1	1
2310008N11Rik	0	0	2	0
2310009A05Rik	126	115	167	112
2310009B15Rik	81	85	109	71
2310010G23Rik	16	12	9	8
2310010J17Rik	17	8	7	7
2310011J03Rik	496	475	603	494
2310015A10Rik	92	99	134	103
2310015D24Rik	0	0	0	0
2310016D03Rik	0	0	0	0
2310020H05Rik	0	0	0	2
2310022A10Rik	241	258	346	275
2310022B05Rik	1437	1476	1567	1412
2310030A07Rik	0	0	0	0
2310030G06Rik	3	6	11	9
2310033P09Rik	268	277	331	280
2310034C09Rik	0	0	0	0
2310034G01Rik	14	13	11	8
2310034O05Rik	0	0	0	0
2310035C23Rik	766	706	836	713
2310036O22Rik	1244	1341	1796	1224
2310039H08Rik	149	112	177	124
2310039L15Rik	0	1	0	0
2310040G24Rik	2	1	3	2
2310043L19Rik	0	0	4	4
2310043O21Rik	0	0	0	0
2310045N01Rik	616	634	728	595
2310045n01rik-mef2b	0	0	0	0
2310047M10Rik	369	365	481	333
2310050C09Rik	0	0	0	0
2310057J18Rik	0	0	0	0
2310057M21Rik	216	168	197	202
2310057N15Rik	0	0	0	0
2310061I04Rik	189	167	194	177
2310061N02Rik	0	0	0	0
2310065F04Rik	0	0	0	0
2310067B10Rik	433	388	481	399
2310068J16Rik	15.45	10.84	18.43	9.8
2310069B03Rik	1	0	0	0
2310069G16Rik	0	1	1	0
2310075C17Rik	0	0	0	0
2310079G19Rik	0	0	0	0
2310081J21Rik	1	3	1	2
2400006E01Rik	0	0	0	0
2410002F23Rik	726	798	781	709
2410003L11Rik	0	0	1	0
2410004B18Rik	236	214	278	225
2410004I01Rik	0	0	0	0
2410004P03Rik	6	2	2	5
2410006H16Rik	2088	2152	2670	2046
2410012E07Rik	0	0	0	0
2410015M20Rik	801	909	1089	820
2410016O06Rik	354	336	362	298
2410017I17Rik	0	0	1	0
2410018L13Rik	36.51	19	37.55	30.09
2410021H03Rik	1	2	0	2
2410089E03Rik	974	858	1054	924
2410124H12Rik	0	0	0	0
2410127L17Rik	631	638	768	694
2410131K14Rik	230	225	255	238
2410137M14Rik	0	0	0	0
2410141K09Rik	0	0	1	0
2500002B13Rik	5	8	9	6
2500004C02Rik	37	29	51	44
2510002D24Rik	83	88	114	91
2510003B16Rik	1.3	0	3	0
2510009E07Rik	889	848	928	833
2510039O18Rik	1238	1322	1506	1378
2610001J05Rik	517	563	658	580
2610002M06Rik	311	304	379	350
2610005L07Rik	1015.1	957.73	1068.78	913.95
2610008E11Rik	508	581	556	596
2610015P09Rik	215	219	252	193
2610016A17Rik	12	11	11	15
2610020C07Rik	37.3	32.97	41.27	42.29
2610020H08Rik	113	90	106	86
2610027K06Rik	0	3.13	2.08	4.32
2610028E06Rik	0	0	2	0
2610028H24Rik	0	0	0	0
2610035D17Rik	62	55	64	60
2610035F20Rik	0	0	0	1
2610037D02Rik	0	0	2	2
2610042L04Rik	0	2.24	1.63	2.4
2610044O15Rik8	125	106	138	136
2610100L16Rik	0	0	0	0
2610203C22Rik	2	2	13	3
2610206C17Rik	0	1	2	3
2610301B20Rik	305	350	414	363
2610305D13Rik	37.79	30.94	37.88	39.71
2610306M01Rik	17	12	23	17
2610307P16Rik	1	3	4	8
2610316D01Rik	0	2	3	3
2610318N02Rik	0	2	4	3
2610507B11Rik	5462	5021	5805	5183
2610507I01Rik	119	139	138	125
2610524H06Rik	168	193	240	172
2610528A11Rik	7	6	10	2
2610528J11Rik	0	0	0	0
2700029M09Rik	285	336	356	298
2700038G22Rik	53	60	54	43
2700046A07Rik	0	0	0	1
2700046G09Rik	25	36	39	23
2700049A03Rik	350	314	357	346
2700054A10Rik	6.02	5	6	1
2700060E02Rik	2404.77	2688.06	2965.95	2564.54
2700062C07Rik	192	172	219	167
2700069I18Rik	13	13	12	12
2700070H01Rik	2	2	2	2
2700081O15Rik	870	821	948	815
2700089I24Rik	3	1	2	1
2700094K13Rik	282	301	508	317
2700097O09Rik	69	58	66	62
2700099C18Rik	82.1	92.22	105.97	94.19
2810001G20Rik	65	85	101	99
2810002D19Rik	93	83	127	110
2810004N23Rik	832	918	1003	886
2810006K23Rik	220	180	210	180
2810013P06Rik	111	111	129	111
2810021J22Rik	153.86	123.65	167.16	158.96
2810025M15Rik	179.71	197.63	239.2	168.24
2810029C07Rik	7	12	12	9
2810032G03Rik	57	67	55	48
2810047C21Rik1	49.43	37.79	62.86	43.76
2810049E08Rik	0	0	0	0
2810403A07Rik	800	821	911	826
2810403D21Rik	12	13	10	15
2810404M03Rik	0	0	0	0
2810405F15Rik	5	2	0	2
2810408A11Rik	11	18	18	14
2810408I11Rik	88	88	95	101
2810410L24Rik	15	20	34	21
2810417H13Rik	1154	1169	1527	1323
2810428I15Rik	290	290	394	273
2810429I04Rik	3	1	0	0
2810433D01Rik	0	0	0	0
2810442N19Rik	1	0	0	0
2810454H06Rik	13	16	21	17
2810459M11Rik	0	0	0	0
2810468N07Rik	19	24	29	20
2810471M01Rik	0	0	0	0
2810474O19Rik	1367	1275	1427	1379
2900005J15Rik	34	32	38	24
2900008C10Rik	3	6	6	7
2900009J06Rik	9	6	5.97	6.93
2900011O08Rik	1	4	0	2
2900026A02Rik	74	55	110	91
2900041M22Rik	1	3	8	2
2900052N01Rik	0	0	0	0
2900055J20Rik	1	0	0	0
2900057B20Rik	0	0	2	0
2900060B14Rik	5	10	10	10
2900076A07Rik	32	35	29	36
2900079G21Rik	0	0	0	0
2900092C05Rik	0	0	0	0
2900092D14Rik	0	0	0	0
2900097C17Rik	7477	7727	8749	7775
3000002C10Rik	64	37	55	36
3010001F23Rik	15	12	12	6
3010026O09Rik	75	66	81	67
3100003L05Rik	0	0	0	0
3110001I22Rik	41	36	43	35
3110002H16Rik	277.37	258.35	348.49	312.05
3110009E18Rik	17	17	17	9
3110009F21Rik	0	0	0	0
3110015C05Rik	0	0	0	0
3110021A11Rik	0	6	3	6
3110021N24Rik	61	46	47	47
3110035E14Rik	0	0	0	0
3110039I08Rik	866	910	996	995
3110039M20Rik	0	1	1	0
3110040N11Rik	175	199	220	226
3110043O21Rik	766	769	835	740
3110045C21Rik	26.31	42.38	42.48	38.42
3110052M02Rik	86.81	108.78	131.11	104.66
3110056K07Rik	52	50	67	68
3110057O12Rik	120.21	140.2	120.65	148.25
3110062M04Rik	222.11	221.9	282.24	264.94
3110070M22Rik	28.59	24.56	25.89	24.29
3110079O15Rik	0	0	0	0
3110082I17Rik	132	122	204	141
3110082J24Rik	3.78	1.15	3.3	1.2
3110099E03Rik	0	1	0	0
3200001D21Rik	2	5	1	0
3300002I08Rik	21.45	20.37	28.04	17.76
3300002P13Rik	14	13	5	6
3300005D01Rik	16	13	22	27
3425401B19Rik	4	3	23	20
3632451O06Rik	391	436	491	441
3632454L22Rik	2	2	3	1
3830403N18Rik	6	8.45	7.9	11.2
3830406C13Rik	348	358	413	354
3830408C21Rik	29	23	32	27
3830417A13Rik	0	3	5	1
3830432H09Rik	0	0	1	0
3930402G23Rik	8	8	9	15
4430402I18Rik	8.39	8.42	7.42	14.7
4631405J19Rik	0	2	0	1
4632404H12Rik	28	44	40	29
4632415L05Rik	185	197	198	190
4632427E13Rik	20	15	14	12
4632428C04Rik	7	3	8	6
4632428N05Rik	690	645	983	860
4732416N19Rik	5	1.3	1.9	0
4732456N10Rik	0	0	0	0
4732471J01Rik	5.74	7.77	4.66	4.71
4732490B19Rik	1	0	1	2
4732491K20Rik	4	13	10	8
4831407H17Rik	0	1	2	0
4831440E17Rik	32	30	34	28
4833411C07Rik	1	2	3	3
4833412C05Rik	1	2	1	1
4833415N18Rik	1	1	0	0
4833417C18Rik	8	8	8	5
4833418N02Rik	25	25	42	29
4833419F23Rik	7	2	5	9
4833420G17Rik	545	569	688	597
4833422C13Rik	18	13	26.23	16
4833422M21Rik	0	0	0	0
4833423E24Rik	0	0	0	0
4833427F10Rik	0	0	1	0
4833427G06Rik	2	5	3	4
4833428L15Rik	0	0	0	0
4833439L19Rik	1557.84	1608.92	1841.18	1664.12
4921501E09Rik	0	0	0	0
4921504A21Rik	8	5	3	5
4921504E06Rik	0	0	0	1
4921506M07Rik	0	0	0	1
4921507L20Rik	5	6	4	5
4921507P07Rik	1	2	2	2
4921508D12Rik	0	0	0	0
4921509C19Rik	0	0	0	0
4921509O07Rik	0	0	0	1
4921511C10Rik	0	3	1	1
4921511C20Rik	0	0	0	0
4921511H03Rik	0	0	0	0
