"",gene_symbol,GSM2668081,GSM2668082,GSM2668083,GSM2668084,GSM2668085,GSM2668086,GSM2668087,GSM2668088,GSM2668089
ENSG00000071894,CPSF1,3895.4729,3257.7437,2769.2623,4669.118,5141.1023,5188.2243,3907.1769,3548.0572,4072.8181
ENSG00000071909,MYO3B,6.2165,5.2463,13.0649,9.3819,10.6688,5.6953,16.1821,41.2021,25.3284
ENSG00000071967,CYBRD1,302.7869,237.0168,205.5882,291.9055,327.4075,274.8203,101.3647,107.7633,141.8595
ENSG00000071991,CDH19,2.9991,0.9961,0.9997,3.02,0,4.1426,4.0237,12.034,2.0011
ENSG00000071994,PDCD2,966.7631,813.2436,848.5816,1139.4693,1024.787,1239.1214,889.4008,745.8554,982.2146
ENSG00000072041,SLC6A15,1497.7119,989.4537,639.2087,709.3858,1499.0625,1152.3283,179.8891,123.3141,196.0948
ENSG00000072042,RDH11,3641.9075,3293.2954,3184.3091,2643.892,2911.2828,3335.9508,2849.2367,2809.4614,3471.226
ENSG00000072062,PRKACA,3543.5693,3235.2386,2910.6111,2902.6102,3729.5804,4117.0982,2858.5796,2670.4845,2926.404
ENSG00000072071,ADGRL1,1667.8619,1497.4603,1167.0551,2935.7877,2878.207,2435.2704,888.0212,925.6444,870.5928
ENSG00000072080,SPP2,0,3.9976,1.9339,0,1.5734,2.8987,0,2.743,3.5143
ENSG00000072110,ACTN1,76558.8821,65353.8403,52896.3869,40336.7699,55869.0506,62515.9344,38472.6842,29770.2391,40765.9082
ENSG00000072121,ZFYVE26,980.6534,819.6175,693.4783,487.0348,696.153,751.9265,450.7115,512.7183,541.4274
ENSG00000072133,RPS6KA6,102.9064,92.2905,94.668,40.1219,72.3117,75.2279,141.8499,229.8057,195.7334
ENSG00000072134,EPN2,1505.757,1275.0977,958.4541,1291.7063,1503.0512,1328.4747,587.5743,537.3507,635.4853
ENSG00000072135,PTPN18,1316.9029,1084.4962,1089.3954,1602.875,1550.6618,1632.1572,2093.7455,2203.5381,2266.2868
ENSG00000072163,LIMS2,301.1175,320.6553,379.6333,64.131,62.9687,73.9486,195.0514,174.9902,201.0552
ENSG00000072182,ASIC4,40.2536,43.1063,37.7696,47.1696,30.9826,33.1521,17.5641,31.5269,28.1514
ENSG00000072195,SPEG,9066.4609,7712.9692,6109.6356,7666.0029,7080.3058,6374.0158,3894.5677,3596.2145,4154.7081
ENSG00000072201,LNX1,6.6084,8.6479,8.4385,6.6093,9.6,0,4.7064,7.9109,6.5699
ENSG00000072210,ALDH3A2,2018.2406,1803.08,1598.8546,2733.6878,2681.7095,2884.3924,1218.3599,1146.872,1548.38
ENSG00000072274,TFRC,7208.3808,6050.5154,5102.916,3081.3329,4871.9823,5071.6286,1952.0194,1550.0213,2493.8659
ENSG00000072310,SREBF1,11432.9546,10915.1011,9382.1762,13990.5881,13627.6383,15278.7165,7663.7641,6750.8641,8395.7163
ENSG00000072315,TRPC5,0,0,0.9929,0,0,0,0,1.0029,0
ENSG00000072364,AFF4,2412.1712,2077.2806,1706.5074,881.267,1740.075,1735.9131,736.986,731.7802,879.4721
ENSG00000072401,UBE2D1,199.2015,233.4789,186.2678,215.8641,204.7425,252.6797,98.3735,87.169,120.0511
ENSG00000072415,MPP5,477.8375,438.3462,416.9952,325.7502,436.8235,508.8077,501.4794,534.7806,567.1349
ENSG00000072422,RHOBTB1,243.3422,196.47,149.191,114.5556,147.8276,117.8354,36.0866,29.0199,56.0282
ENSG00000072501,SMC1A,2413.0239,1986.8572,1510.1272,1940.9505,3616.0006,4599.5542,2703.9175,2320.4653,2825.5656
ENSG00000072506,HSD17B10,2580.4404,2520.3754,2427.7752,1786.0618,2259.1861,2898.6553,3588.7321,3459.4052,3510.005
ENSG00000072518,MARK2,5272.0276,4879.39,4574.1836,4069.0372,4546.8195,4933.906,7082.4566,7777.9113,6230.1593
ENSG00000072571,HMMR,55.0177,40.926,35.8905,124.4114,273.7068,348.7315,306.9553,265.4618,315.1284
ENSG00000072609,CHFR,2477.0615,2215.0606,1880.1215,1595.3212,1828.5006,1965.609,1084.5259,1025.294,1247.3749
ENSG00000072657,TRHDE,41.5583,24.0862,47.8699,12.9995,26.425,29.1753,79.6483,208.6594,84.5363
ENSG00000072682,P4HA2,7966.6516,7962.6501,6443.0196,3765.5686,4759.7286,5063.3363,2532.8315,2189.4761,2813.6566
ENSG00000072694,FCGR2B,1.0006,0,0,0,0,0,0,0,0
ENSG00000072736,NFATC3,245.861,213.0304,191.219,210.0416,350.8416,476.474,234.3073,248.7454,267.5941
ENSG00000072756,TRNT1,217.1232,174.6715,160.5352,158.4046,189.7911,213.7627,170.4893,146.839,140.6026
ENSG00000072778,ACADVL,22221.5566,18978.6337,16925.4484,18296.04,16509.0174,15158.3801,10924.2597,11393.1387,12395.1713
ENSG00000072786,STK10,5825.0517,5485.9506,4848.3996,2605.3967,3609.7738,4118.3822,3687.5175,3312.8077,3788.7794
ENSG00000072803,FBXW11,1064.6663,964.9476,874.5764,864.6663,1116.1169,984.1554,535.5958,432.1235,669.3077
ENSG00000072818,ACAP1,180.0236,156.4488,133.605,258.274,200.7886,186.0701,164.7661,233.7829,157.2299
ENSG00000072832,CRMP1,423.4368,458.0006,372.0947,333.3661,330.5637,324.6666,220.869,247.5056,275.1219
ENSG00000072840,EVC,1725.5501,1391.0409,973.7925,995.2234,1229.8506,1304.6014,561.7545,537.8791,587.7649
ENSG00000072849,DERL2,518.2278,504.0786,525.8486,488.2725,606.0554,607.8238,606.2839,542.3007,770.9801
ENSG00000072858,SIDT1,11.0888,8.2095,14.579,15.5045,8.1578,14.0941,12.2969,31.2173,15.4578
ENSG00000072864,NDE1,1119.1034,779.6038,623.9515,1288.8627,1309.7124,1123.4732,509.7512,416.0234,521.6249
ENSG00000072952,MRVI1,24.0345,13.947,14.9928,6.0202,10.9792,9.9816,13.3575,15.3139,11.111
ENSG00000072954,TMEM38A,354.3036,445.7169,586.5429,176.1305,134.186,189.9331,141.6714,185.7126,187.7965
ENSG00000072958,AP1M1,4315.1401,3831.9504,3340.9638,3563.0762,3615.7196,3790.7162,3909.5594,3992.8201,3779.0713
ENSG00000073008,PVR,4094.0673,3503.5567,3076.509,1972.7988,2432.2469,2824.7145,3744.0175,3673.0315,4021.73
ENSG00000073050,XRCC1,836.4277,716.1714,608.7353,1430.1981,1369.6355,1347.335,888.5916,770.3875,938.3305
ENSG00000073060,SCARB1,7847.1517,7338.3405,6942.6816,6117.0426,6367.8285,8071.5145,8259.2008,7238.7869,7991.341
ENSG00000073067,CYP2W1,5.371,5.8194,9.4742,5.9935,7.6882,2.0139,2.0442,6.1655,2.0042
ENSG00000073111,MCM2,710.7403,627.3303,521.1305,1254.7261,2398.9746,3358.3093,2290.7737,1733.1864,2341.1293
ENSG00000073146,MOV10L1,5.1281,4.0191,7.1416,6.0986,2.0149,1.9974,10.0746,9.3379,3.2378
ENSG00000073150,PANX2,571.6751,395.9974,344.4741,773.4152,550.1996,428.3716,293.2227,289.6171,336.1516
ENSG00000073169,SELENOO,4351.8225,3666.7376,3489.0397,4574.9267,4100.9742,4129.9116,4442.1035,4383.0199,4275.6675
ENSG00000073282,TP63,3303.3695,2540.0508,1762.7971,2569.7992,4082.7452,4170.1575,1226.5929,940.1823,1407.3018
ENSG00000073331,ALPK1,250.8896,253.6623,202.0294,338.4209,382.3701,355.3121,146.5653,210.3099,181.8197
ENSG00000073350,LLGL2,3254.1984,2337.6983,2462.0954,5076.1826,3054.9349,3111.0306,2900.8499,2837.1032,3135.8097
ENSG00000073417,PDE8A,400.6173,299.4316,301.5428,422.8353,452.302,494.2427,200.283,160.0238,216.7385
ENSG00000073464,CLCN4,58.0891,54.8883,49.6764,29.1469,50.9121,54.9102,11.0312,7.02,18.0085
ENSG00000073536,NLE1,1222.8092,1065.3876,930.1698,1455.7623,1442.0616,1525.3552,1538.863,1380.462,1525.0573
ENSG00000073578,SDHA,5650.6433,4521.4692,3580.2931,6920.405,6934.9425,6322.5549,3904.4542,3192.2187,4148.4617
ENSG00000073584,SMARCE1,2228.0742,2194.7718,1882.5147,2000.8949,2565.7337,2817.3937,2358.8995,2249.8669,2456.0373
ENSG00000073598,FNDC8,4.9711,7.5786,9.3691,5.1166,9.6331,6.7291,8.0149,13.9692,10.4001
ENSG00000073605,GSDMB,515.2138,391.95,395.7953,546.5827,390.7249,244.2098,133.1503,219.4453,170.642
ENSG00000073614,KDM5A,1538.2552,1317.0385,1289.7791,990.0501,1411.8177,1284.6656,2713.2069,3838.6816,2548.8277
ENSG00000073670,ADAM11,5.9992,9.9836,8.9725,12.0326,12.0074,12.9883,16.0804,3.0074,11.0056
ENSG00000073711,PPP2R3A,420.002,416.8129,363.8141,296.8271,408.3868,464.927,305.5186,277.3492,343.6032
ENSG00000073712,FERMT2,511.1328,410.2599,355.2847,298.4481,399.4099,465.428,272.9051,202.7216,292.5465
ENSG00000073734,ABCB11,1.0011,0,0,0,0,0,1.0054,0,0
ENSG00000073737,DHRS9,6.0226,5.002,10.9854,4.0167,6.0002,9.999,2.005,8.0108,4.0062
ENSG00000073754,CD5L,0,0,0,1.003,0,0,0,0,1.9936
ENSG00000073756,PTGS2,148.131,81.8117,51.7031,44.197,157.8127,94.9341,34.1811,31.0835,66.0335
ENSG00000073792,IGF2BP2,3893.8933,2767.501,2027.3382,3561.9648,4100.8779,3595.5663,1722.4191,1380.1511,1931.457
ENSG00000073803,MAP3K13,463.3182,462.9719,463.9987,457.3081,472.6117,510.1869,720.0398,933.6872,789.8432
ENSG00000073849,ST6GAL1,1107.5939,1029.9083,882.8131,1094.2636,1106.3912,1035.2723,438.1061,373.7961,479.8227
ENSG00000073861,TBX21,0,0,0,0,0,0,0,0,0
ENSG00000073910,FRY,287.6408,257.6922,240.1745,100.3728,167.411,153.5232,63.355,82.5623,104.1273
ENSG00000073921,PICALM,3412.9779,3036.7762,2521.4559,1579.256,2441.2957,2524.6394,1414.5179,1166.7354,1626.7192
ENSG00000073969,NSF,319.6969,255.7807,247.4832,200.0995,261.5477,297.9605,114.0661,99.433,139.4123
ENSG00000074047,GLI2,5.0029,1.992,3.0014,2.9815,10.9761,9.9828,2.012,0,0
ENSG00000074054,CLASP1,5196.0189,4737.3319,4212.1447,2129.1616,3086.9248,3486.9057,1730.3683,1678.7578,2103.8896
ENSG00000074071,MRPS34,3086.1442,2699.1416,2524.5829,5723.2388,4351.531,5002.7044,7209.4899,6843.4794,6558.623
ENSG00000074181,NOTCH3,17843.3176,11620.7768,6504.7537,10553.2151,12944.621,10702.1872,1179.9852,820.6567,1075.6922
ENSG00000074201,CLNS1A,1011.6356,857.7764,907.1006,1262.8022,1247.0628,1334.6473,759.7385,697.7671,898.654
ENSG00000074211,PPP2R2C,292.3066,196.7726,200.1099,509.9464,362.6173,378.5232,93.364,104.2443,111.0488
ENSG00000074219,TEAD2,2383.293,2421.3666,2158.749,1692.6104,1975.3587,2105.191,1114.1926,899.9047,1157.4444
ENSG00000074266,EED,350.0742,312.6778,288.5397,317.5744,358.767,496.8024,281.6382,207.2197,291.0951
ENSG00000074276,CDHR2,16.1088,22.1194,18.2695,12.0469,21.1735,11.0397,6.938,15.0402,13.0325
ENSG00000074317,SNCB,11.9836,7.0113,8.0295,22.9555,17.0108,38.0406,71.9549,60.9945,70.0139
ENSG00000074319,TSG101,856.0778,770.8362,750.5977,891.6488,1038.8725,958.4284,689.5757,633.6595,764.3637
ENSG00000074356,NCBP3,1267.6095,1101.0083,931.5062,923.3922,1204.0121,1321.9152,867.7042,904.5586,908.0992
ENSG00000074370,ATP2A3,36.7919,43.9108,31.7826,38.1754,38.291,45.1398,47.2149,43.1569,45.0274
ENSG00000074410,CA12,18991.951,15824.5513,11510.6903,12826.5602,16309.0547,16018.7549,6649.3097,6931.2628,7462.1266
ENSG00000074416,MGLL,2207.3963,1493.823,1520.4888,1492.2497,1344.373,1238.3957,3660.4373,3812.8146,4275.7963
ENSG00000074527,NTN4,666.6921,633.5466,612.3816,354.5817,308.6274,340.5498,123.4711,56.1362,152.0728
ENSG00000074582,BCS1L,860.2262,817.5159,814.1251,1344.0052,1244.9277,1421.5322,1289.8261,1027.4027,1308.0201
ENSG00000074590,NUAK1,702.3997,866.5218,667.9583,380.569,636.5975,666.4662,279.4813,253.7687,307.1656
ENSG00000074603,DPP8,554.7542,499.9223,402.5473,379.5675,505.3439,512.7108,348.5096,389.4231,435.6009
ENSG00000074621,SLC24A1,481.1775,336.5484,274.3347,356.7108,340.5131,360.5819,259.6216,417.1428,231.6165
ENSG00000074657,ZNF532,1328.2205,1252.4404,1017.7367,622.39,1095.6482,1035.624,435.9067,440.1942,551.3784
ENSG00000074660,SCARF1,36.6621,36.5843,44.8983,18.1393,17.0342,13.0143,12.4901,12.0035,13.5873
ENSG00000074695,LMAN1,1537.8546,1122.5839,935.9153,1260.7696,1741.2226,1608.287,1111.2916,1120.1961,1192.6224
ENSG00000074696,HACD3,693.5967,683.795,514.1448,842.8804,1089.2854,1163.9207,621.2358,542.4842,754.2517
ENSG00000074706,IPCEF1,0,0,2.001,3.1695,0,1.024,0,2.0548,2.0069
ENSG00000074755,ZZEF1,2176.6522,2115.4156,1691.0845,1490.7926,1882.2032,1986.8229,1247.1806,1172.8604,1430.1746
ENSG00000074771,NOX3,0,0,0,0,0,0,0,0,0
ENSG00000074800,ENO1,114577.2265,101047.0758,92658.407,81154.5574,99757.5085,120200.6993,131403.8188,118759.8954,135141.0489
ENSG00000074803,SLC12A1,1.0052,0,1.046,0.9796,2.9931,0,2.001,1.004,0
ENSG00000074842,MYDGF,6641.8079,5814.6016,5708.1747,8405.0811,7004.6325,7003.1823,10533.4334,9854.4886,10924.9043
ENSG00000074855,ANO8,904.3846,744.4996,624.2512,1174.6936,895.6402,851.348,462.4688,395.8457,593.2957
ENSG00000074935,TUBE1,74.7701,74.2816,77.1358,134.7894,125.3868,111.0726,111.1633,152.2893,120.4983
ENSG00000074964,ARHGEF10L,499.7503,450.7056,438.5978,349.7284,380.3215,389.2931,159.6091,138.2972,169.0806
ENSG00000074966,TXK,8.3673,5.1325,11.958,6.2379,2.0401,3.0521,11.0418,16.2053,21.8844
ENSG00000075035,WSCD2,1.0014,2.0205,1.9891,3.0177,6.0001,1.9988,1.0054,1.0024,2.001
ENSG00000075043,KCNQ2,0,2.9814,3.9847,1.9993,0.9977,1.0003,0,0,1.0006
ENSG00000075073,TACR2,19.9908,19.9888,15.9895,7.0099,14.9931,13.7034,13.0226,9.0083,15.005
ENSG00000075089,ACTR6,218.8996,157.1675,124.2558,169.4195,220.5408,197.0707,159.9108,193.1073,203.3591
ENSG00000075131,TIPIN,54.4767,49.0531,48.8647,56.1549,89.293,131.6902,177.7166,178.8633,155.1682
ENSG00000075142,SRI,2770.406,2623.2523,2858.4867,2374.3929,2772.261,2769.3531,2286.247,2032.1228,2667.4756
ENSG00000075151,EIF4G3,2745.0875,2334.2385,1722.0843,1428.5184,2315.3113,2146.0559,730.7877,573.5149,811.523
ENSG00000075188,NUP37,234.9945,194.5313,213.4406,342.8323,400.8761,447.7968,389.6151,461.0409,419.5673
ENSG00000075213,SEMA3A,150.3326,110.6578,95.3506,79.4357,150.728,137.7414,30.1688,24.0757,48.0256
ENSG00000075218,GTSE1,182.3182,193.526,145.8591,596.8668,1028.7432,1231.9852,1713.9668,1838.2378,1452.7249
ENSG00000075223,SEMA3C,6340.3368,4770.963,3920.3412,2133.1641,3505.0766,3107.1073,938.9798,851.1794,1249.0227
ENSG00000075234,TTC38,755.185,664.2087,667.2009,550.8196,589.5038,652.8784,758.9711,696.2819,726.5734
ENSG00000075239,ACAT1,865.033,794.2587,729.444,836.3484,928.0571,1049.1628,905.8601,868.0894,1013.504
ENSG00000075240,GRAMD4,2588.4376,2266.0704,1832.7479,2145.0927,2094.1058,2116.9311,1094.5917,828.2196,1217.1023
ENSG00000075275,CELSR1,9137.8112,6740.5717,4378.1053,6175.1835,9174.7363,7885.9049,1778.9764,1226.2786,2053.0708
ENSG00000075290,WNT8B,1.0006,1.9971,0.9976,1.0028,2.9973,0.9992,2.0056,0,0
ENSG00000075292,ZNF638,763.8797,727.613,755.8603,602.833,763.0337,856.057,613.8727,639.0723,653.1886
ENSG00000075303,SLC25A40,52.0325,35.4776,48.9595,108.8873,131.4178,125.773,64.9724,75.5693,102.0504
ENSG00000075336,TIMM21,449.8679,447.6822,428.2279,423.5967,561.8806,747.2643,516.5458,470.4157,620.6372
ENSG00000075340,ADD2,6.2543,4.3374,8.7756,10.4451,5.07,3.0653,32.3125,47.9313,21.1741
ENSG00000075388,FGF4,0,0,0,0,0,0,0,0,0
ENSG00000075391,RASAL2,973.4016,814.8802,743.7115,497.6641,862.3856,900.1057,467.0629,445.7291,518.7189
ENSG00000075399,VPS9D1,1338.4404,1144.0243,993.6094,1447.0597,998.2519,837.7331,670.3351,745.1588,764.596
ENSG00000075407,ZNF37A,618.4909,576.8684,576.1288,365.8551,402.6792,511.2108,844.9741,1101.3014,868.6211
ENSG00000075413,MARK3,5053.2072,3917.573,2939.2632,4564.8624,5479.6502,4772.7995,2480.7878,2543.5828,2667.54
ENSG00000075415,SLC25A3,10613.9763,9245.751,9494.3002,10735.9415,12053.3095,12093.6541,7546.4756,6628.6117,9315.0285
ENSG00000075420,FNDC3B,4021.7829,3435.7356,2597.7659,930.3526,2108.6104,2145.7925,861.6473,851.493,1005.9957
ENSG00000075426,FOSL2,7780.2293,7251.1863,5333.4465,5667.8954,6664.471,7113.9956,2709.5317,1967.2514,2914.4444
ENSG00000075429,CACNG5,0,0,0,0,0,0,0,0,0
ENSG00000075461,CACNG4,54.0743,44.6681,58.6904,64.3209,20.9658,43.9273,48.2214,52.1217,40.0189
ENSG00000075539,FRYL,881.6728,724.4848,646.7066,486.0105,794.0613,727.4568,385.2209,428.8328,491.6326
ENSG00000075568,TMEM131,2440.6685,2484.4474,1894.5172,946.8507,1758.07,2030.3919,979.9018,859.2534,1170.6272
ENSG00000075618,FSCN1,60906.3067,48519.3172,36738.2893,76494.2087,81634.6243,80653.5824,49962.9495,40002.3587,50267.076
ENSG00000075624,ACTB,330091.7225,265588.2276,248317.1538,284794.9375,317944.2349,334172.1047,289338.3655,261095.8312,315594.4303
ENSG00000075643,MOCOS,171.1762,140.6361,129.3723,522.4397,332.2602,331.4834,201.4772,176.8095,216.1605
ENSG00000075651,PLD1,757.4479,521.4136,432.0813,666.4697,670.8227,614.1265,171.1634,195.6575,237.227
ENSG00000075673,ATP12A,107.1699,66.7826,86.477,478.7193,133.7584,95.8218,88.4549,65.1691,114.0572
ENSG00000075702,WDR62,157.4232,136.1875,133.8119,367.4231,603.1015,832.1757,1208.7809,1245.0247,1095.9266
ENSG00000075711,DLG1,1222.6291,976.4527,1191.7912,844.9783,1014.2591,922.7574,958.7058,1153.66,1001.7553
ENSG00000075785,RAB7A,10608.8959,9259.8093,8164.8812,7428.5974,9551.0125,9472.1828,4484.9355,3654.1828,5459.9802
ENSG00000075790,BCAP29,739.0239,684.0177,696.6327,492.8894,661.6584,651.9329,706.0639,709.1693,810.5484
ENSG00000075826,SEC31B,165.8365,144.1664,122.3236,108.5811,151.0782,143.1568,53.1531,64.1531,59.4499
ENSG00000075856,SART3,1306.5829,1205.6165,922.2316,1377.5734,1737.2612,2084.6326,1320.1679,1168.7308,1238.5686
ENSG00000075884,ARHGAP15,3.0097,3.734,0,4.0633,0,2.0322,6.2302,5.1222,5.8157
ENSG00000075886,TUBA3D,30.9736,22.7724,28.2576,30.9016,35.0642,30.6414,25.0149,44.67,39.9202
ENSG00000075891,PAX2,0,0.9973,0,0,0,0,0,0,0
ENSG00000075914,EXOSC7,1524.7732,1389.1622,1236.8123,2256.6384,1971.4708,1941.8608,1705.7169,1670.0846,1616.2258
ENSG00000075945,KIFAP3,693.8182,582.5201,511.6438,422.8917,665.0265,568.1684,277.1579,278.5927,346.1559
ENSG00000075975,MKRN2,799.8838,698.3794,554.4009,609.0321,732.3481,822.216,366.987,272.9877,390.8351
ENSG00000076003,MCM6,393.4585,344.0068,278.6676,829.4479,1468.5699,1955.7495,1270.2565,1018.0147,1380.5964
ENSG00000076043,REXO2,3104.3856,2908.7402,2907.5707,1687.6899,2288.0285,2222.2969,1867.2132,1488.1419,2160.3579
ENSG00000076053,RBM7,270.3683,267.931,284.6219,269.2561,298.4365,307.7648,162.3371,190.7112,209.2741
ENSG00000076067,RBMS2,1540.3486,1321.6814,1282.1317,970.6449,1145.4209,1154.9214,1353.7897,1410.3484,1516.9362
ENSG00000076108,BAZ2A,5352.179,4390.6114,3498.9009,3469.8878,4757.0309,4655.8104,4645.2349,6424.7199,4529.7953
ENSG00000076201,PTPN23,4199.4725,3756.4705,2978.7803,3444.1883,4079.7715,4217.2364,3070.0238,2546.1518,3182.6499
ENSG00000076242,MLH1,628.4559,557.0475,450.6923,581.0826,838.7586,1048.8844,568.7943,536.7012,667.9497
ENSG00000076248,UNG,992.3217,913.9536,732.3453,981.8494,1262.217,1529.4457,954.3245,689.0519,1042.2988
ENSG00000076258,FMO4,22.9929,40.938,28.9426,24.9762,35.9895,32.0145,9.0107,2.9979,13.0052
ENSG00000076321,KLHL20,396.3301,386.1548,299.8429,193.6572,354.6681,352.6944,145.5628,121.2853,191.0843
ENSG00000076344,RGS11,120.1717,78.0933,82.2485,98.964,50.7089,40.0479,25.1485,18.3594,17.1508
ENSG00000076351,SLC46A1,1232.4988,1260.5225,1398.8113,738.1524,666.2945,829.3463,1162.7998,1048.1005,1268.5721
ENSG00000076356,PLXNA2,1641.4904,1292.4566,1068.5103,1932.4875,2095.2846,2002.1493,1637.4303,1421.68,1545.7933
ENSG00000076382,SPAG5,285.1939,208.8505,189.4819,789.1635,1238.4982,1567.0178,1022.7555,844.455,1041.1882
ENSG00000076513,ANKRD13A,1587.9823,1491.2246,1373.5821,825.2675,1016.4523,1228.9244,814.7521,714.3588,916.6218
ENSG00000076554,TPD52,1151.6486,905.9321,850.6408,770.8583,1051.5379,1132.4613,578.3007,503.3785,687.0847
ENSG00000076555,ACACB,150.0449,125.764,143.4939,147.0359,178.9955,170.438,218.5943,283.8034,256.5359
ENSG00000076604,TRAF4,5147.5518,4339.4951,4118.3927,4085.2683,4263.6641,4984.7809,5560.1986,4910.4791,6220.6213
ENSG00000076641,PAG1,79.776,54.0316,47.9213,122.0367,128.4862,96.4884,72.764,84.41,61.5085
ENSG00000076650,GPATCH1,222.2733,202.5378,179.2791,248.277,278.792,302.5032,249.4812,333.6713,312.9816
ENSG00000076662,ICAM3,278.5334,238.3229,258.4192,283.5767,266.9803,231.0697,391.5237,371.0841,363.3065
ENSG00000076685,NT5C2,1410.8848,1266.2109,1170.1307,693.3329,866.2491,964.729,527.8566,434.8525,605.923
ENSG00000076706,MCAM,8970.1206,8016.2485,6752.8869,4340.2654,4996.8395,4946.4632,5419.2682,5037.021,5977.7652
ENSG00000076716,GPC4,245.4382,231.1678,234.4233,93.5717,135.7293,123.7442,69.3806,52.1449,102.0527
ENSG00000076770,MBNL3,49.0351,61.8276,43.8435,57.2203,100.8278,87.8317,32.1507,40.0579,53.0251
ENSG00000076826,CAMSAP3,2992.4238,2701.5055,2325.0188,2032.2607,1796.1584,2053.5317,1945.7456,1825.2475,2156.8246
ENSG00000076864,RAP1GAP,64.0794,63.8362,44.7677,133.6431,88.8589,94.8441,39.1761,21.0482,26.0122
ENSG00000076924,XAB2,2603.5318,2356.825,2174.0045,4073.0729,3337.8009,3269.9112,4648.2755,4846.2931,4214.7937
ENSG00000076928,ARHGEF1,9073.1686,6801.3189,5887.2869,8746.835,9604.1125,9494.3233,7020.4122,6214.2246,7823.5025
ENSG00000076944,STXBP2,5656.9905,5105.3868,5072.1149,4909.3525,4761.9756,4377.6949,4914.1815,5033.2393,4840.8324
ENSG00000076984,MAP2K7,3912.6966,3294.962,3194.144,3685.498,3869.3908,3818.6749,4965.5326,4872.8504,4693.458
ENSG00000077009,NMRK2,1.993,0,1.0165,0.9877,1.0025,0,0,0.9956,0
ENSG00000077044,DGKD,377.62,301.6285,252.5434,405.1202,461.175,515.9614,303.0232,267.8683,337.227
ENSG00000077063,CTTNBP2,47.0625,64.8209,37.7322,1.9831,24.9895,26.9407,24.0167,15.0231,18.9988
ENSG00000077080,ACTL6B,0,0,0,0,0,0,0,0,0
ENSG00000077092,RARB,39.0327,87.8437,89.6518,9.0328,25.9651,34.9512,14.0254,12.009,17.0032
ENSG00000077097,TOP2B,1263.3844,1079.7352,991.4661,915.6393,1566.8369,1675.5261,722.74,628.0593,914.3911
ENSG00000077147,TM9SF3,2046.723,1858.1327,1612.7556,1364.8039,1740.4558,1954.7981,1056.1382,894.6193,1351.7054
ENSG00000077150,NFKB2,4978.2216,3872.1057,3393.3303,3949.9922,3455.7784,3170.6743,4328.921,3714.2608,4477.477
ENSG00000077152,UBE2T,118.6625,130.5831,118.1012,312.0344,445.9359,525.3349,622.2533,518.8839,640.9996
ENSG00000077157,PPP1R12B,205.6351,173.2923,213.9398,174.8844,170.1733,193.6162,144.8817,164.4898,114.2936
ENSG00000077232,DNAJC10,1531.6001,1124.7047,1057.0936,996.1825,1394.1983,1403.9472,956.8037,837.9251,1047.6473
ENSG00000077235,GTF3C1,7010.5517,6269.4163,5513.0885,4063.5644,5435.2561,5902.5766,5004.0173,4592.5577,5082.9271
ENSG00000077238,IL4R,6273.9815,5112.2671,4209.1565,5485.4603,5946.1909,5828.1206,4816.6946,4065.9792,5270.5068
ENSG00000077254,USP33,446.836,376.3171,361.3013,348.4075,499.6938,488.1122,258.8452,255.753,283.7322
ENSG00000077264,PAK3,219.9273,233.8541,215.8994,129.2007,162.7931,168.6305,187.4684,230.7131,211.0125
ENSG00000077274,CAPN6,368.5319,327.0196,190.946,200.0354,391.3386,369.3633,40.1905,29.0701,50.024
ENSG00000077279,DCX,3.0203,2.9899,2.0083,3.0215,0,5.065,2.0282,13.1294,11.138
ENSG00000077312,SNRPA,2293.9473,1997.9903,1883.0352,5008.5278,4620.9185,4249.4254,5233.967,4974.4078,4913.7891
ENSG00000077327,SPAG6,1.9975,0,0,0,0,0,0,0,0
ENSG00000077348,EXOSC5,540.0277,591.4626,564.0625,1045.5561,824.9556,938.4215,911.0253,748.1624,835.0935
ENSG00000077380,DYNC1I2,4426.1623,4095.4481,4276.3891,3655.5991,4067.6851,3943.1314,5652.9096,6728.0783,5761.9886
ENSG00000077420,APBB1IP,3.9833,4.0296,4.0571,0,1.0036,2.0082,3.9696,5.9778,3.9987
ENSG00000077454,LRCH4,1613.0498,1392.5511,1230.3176,1416.3372,1389.6278,1416.0278,1445.7391,1317.7981,1479.8572
ENSG00000077458,FAM76B,107.0156,99.0207,72.7151,109.0407,147.9533,124.0611,36.1718,42.0843,61.028
ENSG00000077463,SIRT6,1774.2562,1571.9998,1511.319,1484.6524,1506.5252,1526.5796,1986.0057,1800.5015,1872.2375
ENSG00000077498,TYR,1.0222,1.0592,2.1254,3.6402,0,2.0533,0,0,1.0758
ENSG00000077514,POLD3,167.706,126.9543,116.7119,240.0878,356.2702,442.7291,391.2247,458.2786,360.7532
ENSG00000077522,ACTN2,19.0141,10.0301,5.9603,5.0083,5.0007,9.9953,1.0055,0.9972,0
ENSG00000077549,CAPZB,15202.355,14044.848,13058.6662,10171.3357,11932.0398,12375.0395,11978.4126,11749.3979,12512.937
ENSG00000077585,GPR137B,513.5154,501.975,433.0192,211.9648,353.1818,344.3836,103.9327,67.6942,111.2909
ENSG00000077616,NAALAD2,2.0029,2.9922,0.9953,3.0141,2.9991,2.9955,3.013,5.0201,4.0018
ENSG00000077684,JADE1,130.0594,107.7542,93.1744,282.4804,259.9851,327.9184,293.0157,337.5303,317.2622
