WT_1	WT_2	KO_1	KO_2
1700001J03Rik	0.5	0.71	0.5	0.79
1700001J11Rik	0	0	0	0
1700001K19Rik	0.27	0.23	0.1	0.25
1700001K23Rik	0	0.48	0.43	0.54
1700001L05Rik	1.34	1.53	1.22	2
1700001L19Rik	0.07	0	0.1	0
1700001O22Rik	0.6	0.65	0.7	0.49
1700001P01Rik	0	0	0	0
1700003C15Rik	0	0	0	0
1700003D09Rik	0.09	0	0.07	0
1700003E16Rik	0.47	0.25	0.4	0.34
1700003E24Rik	0	0	0	0
1700003F12Rik	6.03	4.38	23.49	10.02
1700003G13Rik	0	0	0	0
1700003G18Rik	0	0	0	0
1700003H04Rik	0	0	0	0
1700003I22Rik	0	0	0	0
1700003L19Rik	0	0	0	0
1700003M02Rik	0	0	0.11	0
1700003M07Rik	0.11	0	0	0
1700003P14Rik	0	0	0	0
1700006A11Rik	0	0	0	0
1700006E09Rik	0	0	0	0
1700006F04Rik	0	0.27	0	0
1700006H21Rik	0	0	0	0
1700007B14Rik	0.06	0.05	0	0
1700007F19Rik	0	0	0	0
1700007G11Rik	0	0	0	0.28
1700007J10Rik	0.82	0.4	0.17	0.45
1700007K09Rik	0	0.33	0	0
1700007K13Rik	0.96	0.96	0.61	1.07
1700007L15Rik	3.12	3.85	5.13	2.16
1700007P06Rik	0	0	0	0
1700008C04Rik	0	0	0	0
1700008J07Rik	2.07	1.9	1.63	1.93
1700008K24Rik	0	0	0	0
1700008O03Rik	0.28	0	0	0
1700008P02Rik	0	0	0	0
1700009C05Rik	0	0.42	0	0
1700009J07Rik	0	0	0	0
1700009N14Rik	0	0.17	0.15	0.09
1700010B08Rik	0	0	0	0
1700010D01Rik	0	0	0	0
1700010I02Rik	0	0	0	0
1700010I14Rik	0.71	0.5	0.54	1.12
1700010J16Rik	0	0	0	0
1700010K23Rik	0	0	0.5	0
1700011A15Rik	0	0	0.11	0
1700011B04Rik	0	0	0	0
1700011C11Rik	0	0	0	0
1700011E24Rik	0	0	0	0
1700011H14Rik	0	0	0	0.1
1700011I03Rik	0	0	0	0
1700011L22Rik	0	0	0	0
1700011M02Rik	0	0	0	0
1700012A03Rik	0	0	0	0
1700012B07Rik	0	0	0	0
1700012B09Rik	0	0	0	0
1700012C14Rik	0	0	0	0
1700012D01Rik	3.76	3.05	4.98	4.33
1700012D14Rik	0.42	0.18	0.16	0.2
1700012D16Rik	0	0	0	0
1700012H19Rik	0	0	0	0
1700012I11Rik	0	0	0	0
1700012L04Rik	0	0	0	0
1700012P22Rik	0	0	0	0
1700013D24Rik	0	0	0.19	0
1700013F07Rik	0	0	0	0
1700013G24Rik	0	0	0	0
1700013H16Rik	0	0	0	0
1700015E13Rik	0	0.31	0.28	0
1700015F17Rik	0	0.16	0	0
1700015G11Rik	0	0	0	0
1700016C15Rik	0	0	0	0
1700016D06Rik	0	0	0	0
1700016G22Rik	0	0	0	0
1700016H13Rik	0	0	0.31	0
1700016K19Rik	0	0	0	0
1700016L04Rik	0.14	0	0	0
1700016L21Rik	0	0	0	0
1700016P04Rik	0	0	0	0
1700017B05Rik	20.23	19	16.76	21.07
1700017D01Rik	0	0	0	0
1700017G19Rik	0	0	0	0
1700017J07Rik	0	0	0	0
1700017L05Rik	0.24	0	0	0
1700017N19Rik	0	0	0	0.07
1700018A04Rik	0	0	0	0
1700018B08Rik	0	0	0	0
1700018B24Rik	0	0	0	0
1700018C11Rik	0.2	0	0	0
1700018F24Rik	0	0	0	0
1700018G05Rik	0	0	0	0
1700018L02Rik	7.18	5.83	10.82	6.18
1700019A02Rik	0	0	0	0
1700019B03Rik	0	0.06	0.11	0.15
1700019B21Rik	0	0	0	0
1700019C18Rik	0	0	0	0
1700019D03Rik	0	0.26	0.35	0.15
1700019E08Rik	0	0	0	0
1700019G17Rik	1.19	1.16	1.15	1.23
1700019G24Rik	0	0	0	0
1700019L03Rik	1.48	1.16	1.18	0.86
1700019M22Rik	0	0	0	0
1700019N19Rik	0	0	0.1	0
1700019O17Rik	0	0	0	0.07
1700020A23Rik	0.26	0	0.2	0.99
1700020D05Rik	0.37	1.27	1.03	1.18
1700020D14Rik	0	0	0	0
1700020G17Rik	0	0	0	0
1700020I14Rik	99.8	92.3	83.75	92.58
1700020L24Rik	18.67	20.81	13.21	17.37
1700020M21Rik	0	0	0	0
1700020N01Rik	0	0	0	0
1700020N15Rik	0	0	0	0
1700020N18Rik	0	0	0	0
1700021F05Rik	145.58	140.25	103.14	104.31
1700021F07Rik	0	0	0	0
1700021K19Rik	11.67	11.5	11.97	13.54
1700021N21Rik	0	0	0	0
1700022A21Rik	0	0	0	0
1700022A22Rik	0	0	0	0
1700022E09Rik	0	0	0	0
1700022H01Rik	0.19	0.33	0.14	0.37
1700022H16Rik	0	0	0	0
1700022I11Rik	0.06	0.03	0	0
1700023C21Rik	0	0	0	0
1700023F02Rik	0	0	0.65	0
1700023F06Rik	0	0.09	0	0
1700024B18Rik	0	0	0	0
1700024F13Rik	0	0	0	0
1700024G13Rik	0	0	0	0
1700024I08Rik	0	0	0	0
1700024N05Rik	0	0	0	0
1700024P04Rik	0	0	0	0
1700024P16Rik	2.07	2.3	0.9	1.24
1700025B11Rik	0	0	0	0
1700025C18Rik	0	0	0	0
1700025F22Rik	0	0	0	0
1700025F24Rik	0	0	0	0
1700025G04Rik	3	2.67	3.65	3.8
1700025J12Rik	0	0	0	0
1700025K24Rik	0	0	0	0
1700025M24Rik	0	0	0	0
1700025N23Rik	0	0.12	0.11	0
1700026D08Rik	0	0	0.07	0.09
1700026D11Rik	0	0	0	0
1700026F02Rik	0	0	0	0
1700026J14Rik	0.16	0	0.12	0.16
1700026L06Rik	0.2	0	0.15	0.75
1700027A15Rik	0	0	0	0
1700027F06Rik	0	0	0	0
1700027F09Rik	0	0	0	0
1700027H10Rik	0	0	0	0
1700027I24Rik	0	0	0.14	0
1700027J07Rik	0	0	0	0
1700028B04Rik	0	0	0	0
1700028D13Rik	0	0	0	0
1700028E10Rik	0.13	0.22	0	0.25
1700028I16Rik	0.12	0	0.09	0
1700028J19Rik	0.21	0.18	0.24	0.3
1700028K03Rik	0.41	0.41	0.27	0.77
1700028M03Rik	0	0	0	0
1700028P14Rik	0	0	0	0
1700028P15Rik	0	0	0	0
1700029B22Rik	0	0	0	0
1700029F12Rik	0	0	0	0
1700029H14Rik	0.18	0.24	0.14	0.35
1700029I15Rik	8.46	11.68	10.07	13.51
1700029J03Rik	0	0	0	0
1700029J07Rik	1.49	1.91	1.16	1.26
1700029M20Rik	0	0	0	0
1700029N11Rik	0	0	0	0
1700029P11Rik	0	0.21	0	0
1700030A11Rik	0	0	0	0
1700030C10Rik	3.34	3	3.77	3.7
1700030F04Rik	0	0	0	0
1700030F18Rik	0	0.18	0.16	0
1700030J22Rik	0.24	0.17	0.18	0.35
1700030K09Rik	4.91	6.1	4.58	6.85
1700030L20Rik	0	0	0	0
1700030M09Rik	0	0	0	0.13
1700030N03Rik	0	0	0	0
1700030O20Rik	0	0	0	0
1700031A10Rik	0	0	0	0
1700031F05Rik	0	0	0	0
1700031M16Rik	0	0	0	0
1700031P21Rik	0	0	0	0
1700034E13Rik	0	0	0	0.28
1700034G24Rik	0	0	0	0
1700034H15Rik	0.06	0.1	0.12	0.06
1700034I23Rik	0.41	0.29	0.47	0.49
1700034J05Rik	0	0.05	0.09	0
1700034K08Rik	0	0	0	0
1700034O15Rik	0	0	0	0
1700034P13Rik	0.62	0.99	3.84	0.91
1700036G14Rik	0	0	0	0
1700037C18Rik	2.17	2.14	2.51	1.97
1700037H04Rik	226.09	225.79	264.47	174.43
1700039E15Rik	0	0.12	0	0
1700039E22Rik	0	0	0	0
1700040L02Rik	0.1	0.09	0.08	0
1700041A01Rik	0	0	0	0
1700041C23Rik	0	0	0	0
1700041M19Rik	0	0	0	0
1700042G07Rik	0	0	0	0
1700042G15Rik	0	0	0	0
1700042O10Rik	0.12	0	0	0
1700044C05Rik	0	0	0	0
1700044K03Rik	0	0	0	0
1700045H11Rik	0	0	0	0
1700046C09Rik	0	0	0	0
1700047A11Rik	0.21	0	0	0.2
1700047E10Rik	0	0	0	0
1700047G03Rik	0.15	0.52	0	0.15
1700047I17Rik2	21.82	24.26	15.41	21.82
1700047L14Rik	0	0	0	0
1700047M11Rik	1.34	0.49	0.29	0.73
1700048M11Rik	0.29	0	0.22	0.27
1700048O20Rik	1.45	0.9	1	1.45
1700049E15Rik	0	0	0	0
1700049E22Rik	0	0	0	0
1700049G17Rik	2.05	2.31	1.37	2.78
1700049L16Rik	0	0	0	0
1700051A21Rik	0	0	0	0
1700052I22Rik	0	0	0	0
1700052K11Rik	3.95	3.88	3.21	4
1700054A03Rik	0	0	0	0
1700054K19Rik	0	0	0	0
1700054M17Rik	0	0	0	0
1700055C04Rik	0	0	0	0
1700056E22Rik	7.85	8.14	6.73	5.14
1700057G04Rik	0	0	0	0
1700057H15Rik	0	0	0	0
1700057H21Rik	0.27	0	0	0
1700060C16Rik	0	0	0	0
1700060C20Rik	0.45	0.39	0	0
1700061F12Rik	0	0	0	0
1700061G19Rik	0.2	0.13	0.15	0.05
1700061I17Rik	0	0	0	0
1700061J23Rik	0	0	0	0
1700063A18Rik	0	0	0	0
1700063D05Rik	0	0	0	0
1700063O14Rik	0	0	0	0
1700064J06Rik	0	0	0	0
1700064M15Rik	0	0	0	0
1700065D16Rik	0	0.25	0	0
1700065I16Rik	0	0	0	0
1700065J11Rik	0	0	0	0
1700065J18Rik	0	0	0	0
1700065L07Rik	0	0	0	0
1700065O20Rik	0	0	0	0
1700066B17Rik	0	0	0	0
1700066B19Rik	0.19	0.16	0.11	0.14
1700066J03Rik	0	0	0	0
1700066M21Rik	6.33	6.28	4.04	5.57
1700066N21Rik	0	0	0	0
1700066O22Rik	0	0	0	0
1700067G17Rik	0	0	0	0
1700067K01Rik	0.23	0.2	0.44	0.33
1700067P10Rik	0	0	0	0
1700069L16Rik	0	0	0	0
1700069P05Rik	0	0	0	0
1700071K01Rik	0	0	0	0
1700071M16Rik	0.15	0.08	0	0
1700072B07Rik	0	0	0	0
1700072I22Rik	0	0	0	0.14
1700072O05Rik	0	0	0	0
1700073E17Rik	0	0.02	0	0
1700074H08Rik	0	0	0	0
1700074P13Rik	0	0	0	0
1700080E11Rik	0	0	0	0
1700080N15Rik	0	0	0	0
1700080O16Rik	0	0	0	0
1700081H04Rik	0	0	0	0
1700084C01Rik	0.17	0.07	0.13	0
1700084D21Rik	0	0	0.47	0
1700084E18Rik	2.6	1.38	1.97	2.49
1700084F23Rik	0	0	0	0
1700084J12Rik	0.18	0.15	0.13	0
1700084M14Rik	0	0	0	0
1700085C21Rik	0.12	0	0	0
1700086L19Rik	0	0	0.12	0.3
1700086O06Rik	9.21	9.25	7.2	7.35
1700088E04Rik	3.36	3.14	2.95	3.56
1700091H14Rik	0	0	0	0
1700092C02Rik	0	0	0.31	0
1700092C10Rik	0	0	0	0
1700092E19Rik	0	0	0	0
1700092K14Rik	0	0	0	0
1700092M07Rik	0.38	0.33	0.29	0.37
1700093K21Rik	0.5	0.32	0.1	0.12
1700094D03Rik	2.24	2.41	1.08	1.41
1700094J05Rik	0	0	0	0
1700094M24Rik	0	0	0	0
1700095A21Rik	0	0	0	0
1700095B10Rik	0	0	0	0
1700095J12Rik	0	0	0	0
1700096J18Rik	0	0	0	0
1700096K18Rik	5.01	5.51	3.28	4.15
1700096P03Rik	0	0	0	0
1700097N02Rik	0	0	0	0
1700099I09Rik	0	0.18	0	0.19
1700100I10Rik	0	0	0	0
1700100L14Rik	0	0	0	0
1700101E01Rik	0	0	0	0
1700101I11Rik	1.28	1.36	0.6	0.92
1700101O22Rik	0	0	0	0
1700102H20Rik	1.07	1.22	0	0.34
1700102P08Rik	0.34	0.19	0.09	0.44
1700104L18Rik	0	0	0	0
1700105P06Rik	0.24	0.41	0.55	0
1700106J16Rik	0	0	0	0
1700108F19Rik	0.29	0.13	0.22	0
1700108J01Rik	0	0	0	0
1700109G14Rik	0	0	0	0
1700109G15Rik	0	0	0	0
1700109H08Rik	2.5	1.12	1.04	1.66
1700109I08Rik	0	0	0	0
1700109K24Rik	1.38	1.96	1.13	2.53
1700110C19Rik	0	0.15	0.14	0
1700110I01Rik	0	0	0	0.14
1700110I07Rik	0	0	0	0
1700110K17Rik	0.19	0.16	0.28	0.18
1700111N16Rik	0	0	0	0
1700112E06Rik	19.54	16.9	22.82	16.18
1700112H15Rik	0.17	0	0	0
1700112J05Rik	0	0	0	0
1700112J16Rik	0.16	0.49	0.12	0.16
1700113A16Rik	12.72	14.14	14.98	10.83
1700113B09Rik	0	0	0	0
1700113H08Rik	0	0	0	0
1700116B05Rik	0	0	0.26	0
1700119H24Rik	0	0	0	0
1700120C14Rik	0	0.35	0.3	0
1700120E14Rik	0	0	0	0
1700120G07Rik	0	0	0.11	0
1700120K04Rik	0.25	0.21	0.38	0.72
1700121L16Rik	0	0	0	0
1700121N20Rik	0	0	0	0
1700122C19Rik	0	0	0	0
1700122O11Rik	0	0	0	0
1700123I01Rik	0	0	0	0
1700123J17Rik	0	0	0	0
1700123K08Rik	0	0	0	0
1700123L14Rik	0	0	0	0
1700123M08Rik	0.71	1.31	1.07	1.69
1700123O12Rik	0	0	0	0
1700123O20Rik	33.09	39.74	32.62	34.29
1700123O21Rik	0	0	0	0
1700124L16Rik	0	0.37	0	0
1700125G02Rik	0	0	0	0
1700125G22Rik	0	0	0	0.14
1700125H03Rik	0	0	0.37	0.47
1700125H20Rik	0	0	0	0
1700126H18Rik	0	0	0	0
1700128A07Rik	0	0	0	0
1700128F08Rik	0	0	0	0
1700129C05Rik	0	0	0	0
1810006J02Rik	0	0.06	0.05	0
1810007C17Rik	0	0	0	0
1810007D17Rik	0	0	0	0
1810008I18Rik	0	0	0	0
1810009A15Rik	31.34	41.17	25.25	43.72
1810009J06Rik	0	0	0	0
1810010D01Rik	1.22	0.93	1.44	0.65
1810010H24Rik	9.12	9.91	5.95	5.79
1810011H11Rik	0.5	0.71	0.19	0.64
1810011O10Rik	4.92	5.63	3.38	3.92
1810012K16Rik	0	0.43	0	0.24
1810013A23Rik	0	0	0.26	0
1810013L24Rik	34.74	34.34	29.25	35.61
1810014B01Rik	3.1	2.84	1.26	1.61
1810018F18Rik	0	0	0	0
1810019D21Rik	0.9	0.54	1.02	0.69
1810020O05Rik	0.12	0	0.18	0
1810021B22Rik	8.06	5.84	4.42	4.25
1810022K09Rik	132.56	170.97	71.42	147.9
1810024B03Rik	0.2	0.25	0	0.09
1810026B05Rik	5.09	6.43	4.11	4.24
1810026J23Rik	51.55	46.63	51.62	43.26
1810030O07Rik	20.71	23.13	18.09	24.77
1810032O08Rik	12.49	15.71	18.37	15.34
1810034E14Rik	6.69	5.65	4.55	4.6
1810037I17Rik	109.94	107.46	174.52	93.55
1810041H14Rik	0	0	1.27	0.5
1810041L15Rik	0.38	0.41	0.32	0.4
1810043G02Rik	23.47	20.76	17.01	19.46
1810043H04Rik	42.28	44.13	70.13	40.78
1810044D09Rik	5.95	5.08	4.51	1.9
1810046K07Rik	0.09	0	0	0
1810053B23Rik	0	0	0	0
1810055G02Rik	16.28	18.02	11	28.59
1810058I24Rik	141.82	145.71	141.75	122.26
1810062G17Rik	4.33	3.93	3.17	2.27
1810062O18Rik	2.07	1.24	0.7	1.67
1810063I02Rik	0	0	0	0
1810064F22Rik	0	0	0.04	0
1810065E05Rik	0	0	0	0
2010001A14Rik	5.76	5.49	5.26	4.87
2010001E11Rik	0.22	0.05	0.04	0.06
2010003K11Rik	8.55	10.75	9.47	8.91
2010005H15Rik	0	0	1.34	0.74
2010009K17Rik	0	0.2	0.18	0.23
2010010A06Rik	0	0	0	0
2010012O05Rik	7.78	7.63	5.81	8.09
2010016I18Rik	0.37	0.48	0.1	0.3
2010106C02Rik	0.2	0.17	0	0.38
2010106E10Rik	0	0.51	0.15	0.19
2010107E04Rik	756.08	834.63	1056.5	552.87
2010107G12Rik	0.06	0.14	0.04	0.05
2010107G23Rik	0.92	1.2	1.6	1.62
2010109A12Rik	0.74	1.89	0.19	0.24
2010109I03Rik	0	0.11	0.1	0.06
2010111I01Rik	6.93	7.23	10.65	9.56
2010204K13Rik	1.97	1.05	2.98	3.06
2010300C02Rik	0.11	0.07	0.04	0.08
2010308F09Rik	0	0.25	0	0
2010310C07Rik	0.15	0	0.11	0
2010315B03Rik	10.47	9.93	6.88	9.89
2010320M18Rik	21.41	27.47	22.41	20.35
2200002D01Rik	3.78	6.21	12.87	11.37
2200002J24Rik	0	0	0	0
2210010C04Rik	0	0	0	0
2210011C24Rik	0	0.12	0.21	0.4
2210013O21Rik	43.17	43.19	52.14	43.65
2210015D19Rik	7.43	7.76	7.43	7.66
2210016F16Rik	37.36	39.29	49.14	32.7
2210016L21Rik	25.12	26.38	23.42	24.34
2210018M11Rik	8.68	8.32	4.71	11.64
2210019I11Rik	0	0	0.06	0
2210039B01Rik	0.36	0.1	0.09	0.35
2210404E10Rik	0	0	0.17	0
2210404O09Rik	3.38	3.41	2.07	3.71
2210406O10Rik	1.11	1.79	0.38	1.67
2210407C18Rik	0	0	0	0
2210408F21Rik	15.53	15.14	14.25	10.16
2210408I21Rik	2.77	3.67	2.46	3.7
2210409D07Rik	0	0	0	0
2210409E12Rik	0	0.33	0	0
2210414B05Rik	0	0	0	0
2210416O15Rik	0.08	0.21	0.06	0.16
2210417A02Rik	0	0	0.19	0
2210420H20Rik	0	0	0	0
2300002M23Rik	0	0	0	0.1
2300003K06Rik	0	0	0	0
2300005B03Rik	0.3	0	0	0
2300009A05Rik	32.1	38.41	29.03	27.98
2310001H17Rik	2.35	2.92	3	1.9
2310001K24Rik	3.72	6.84	8.67	3.29
2310002D06Rik	0	0	0	0
2310002F09Rik	0	0	0	0
2310002L09Rik	0	0.23	0.3	0.13
2310003N18Rik	0	0	0	0
2310005A03Rik	0	0	0	0
2310005E17Rik	0	0	0	0
2310007B03Rik	0	0	0	0.05
2310008N11Rik	0	0	0.18	0
2310009A05Rik	34.1	36	27.3	25.98
2310009B15Rik	25.38	24.66	34.17	23.65
2310010G23Rik	1.7	1.34	1.1	0.35
2310010J17Rik	2.68	7.84	2.03	2.57
2310011J03Rik	43.11	46.88	47.54	34.31
2310015A10Rik	1.81	1.77	1.72	1.5
2310015D24Rik	0	0	0	0
2310016D03Rik	0	0	0	0
2310020H05Rik	0	0	0	0.52
2310022A10Rik	10.49	9.56	9.77	11.19
2310022B05Rik	85	78.38	87.41	81.58
2310030A07Rik	0	0	0	0
2310030G06Rik	1.4	0.94	1.51	3.26
2310033P09Rik	13.51	14.68	13.72	12.56
2310034C09Rik	0	0	0	0
2310034G01Rik	0.65	2.23	2.6	0.94
2310034O05Rik	0	0	0	0
2310035C23Rik	11.7	11.83	11.68	11.4
2310036O22Rik	130.94	124.47	148.34	105.49
2310039H08Rik	48.13	46.04	42.51	33.3
2310039L15Rik	0	0.18	0	0
2310040G24Rik	1.23	1.05	1.01	0.71
2310043L19Rik	0	0	0	0
2310043O21Rik	0	0	0	0
2310045N01Rik	29.06	27.21	24.44	29.01
2310045n01rik-mef2b	0	0	0	0
2310047M10Rik	25.89	22.6	36.03	21.44
2310050C09Rik	0	0	0	0
2310057J18Rik	0	0	0	0
2310057M21Rik	13.21	11.22	10.62	12.45
2310057N15Rik	0	0	0	0
2310061I04Rik	63.11	64.16	40.35	45.59
2310061N02Rik	0	0	0	0
2310065F04Rik	0	0	0	0
2310067B10Rik	12.93	11.86	10.17	10.82
2310068J16Rik	1.36	2.84	1.83	0.61
2310069B03Rik	0.13	0.23	0.1	0.13
2310069G16Rik	0.15	0.25	0.22	0
2310075C17Rik	0	0	0	0
2310079G19Rik	0	0	0	0
2310081J21Rik	0	0.21	0	0
2400006E01Rik	0	0	0	0
2410002F23Rik	13.59	14.72	14.32	19.3
2410003L11Rik	0	0	0.33	0
2410004B18Rik	18.54	19.9	21.1	20.37
2410004I01Rik	0	0	0	0
2410004P03Rik	0.07	0.17	0.11	0.4
2410006H16Rik	376.75	353.53	509.04	468.02
2410012E07Rik	0	0	0	0
2410015M20Rik	286.96	300.5	294.68	248.82
2410016O06Rik	8.48	5.96	8.45	6.75
2410017I17Rik	0	0.07	0	0.08
2410018L13Rik	0.62	0.6	0.94	0.42
2410021H03Rik	0.34	0.29	0.13	0.33
2410089E03Rik	4.75	3.98	3.95	5.07
2410124H12Rik	0	0	0	0
2410127L17Rik	32.78	34.57	25.48	33.4
2410131K14Rik	13.5	14.85	14.75	12.2
2410137M14Rik	0	0	0	0
2410141K09Rik	0	0	0.06	0
2500002B13Rik	4.79	4.34	4.53	5.51
2500004C02Rik	1.09	1.09	0.97	0.74
2510002D24Rik	14.52	11.7	13.9	12.95
2510003B16Rik	0.56	0.42	0.68	0.78
2510009E07Rik	17.71	18.9	15.01	18.18
2510039O18Rik	60.74	59.31	78.04	57.02
2610001J05Rik	26.34	26.21	24.4	37.34
2610002M06Rik	4.62	5.13	4.39	6.6
2610005L07Rik	18.51	15.45	19.48	21.93
2610008E11Rik	9.72	10.43	8.75	9.78
2610015P09Rik	6.41	5.78	5.03	5.27
2610016A17Rik	8.76	8.97	11.72	5.32
2610020C07Rik	0.69	0.67	0.54	1.38
2610020H08Rik	5.45	5.52	4.92	4.9
2610027K06Rik	0.11	0.05	0.08	0.05
2610028E06Rik	0	0	0.03	0.06
2610028H24Rik	0	0	0	0
2610035D17Rik	1.65	2.7	1.1	1.7
2610035F20Rik	0	0	0	0
2610037D02Rik	0	0	0	0
2610042L04Rik	0	0.12	0.13	0.11
2610044O15Rik8	6.11	4.46	6.34	6.51
2610100L16Rik	0	0	0	0
2610203C22Rik	1.4	0.85	0.68	0.96
2610206C17Rik	0.07	0.3	0.05	0.27
2610301B20Rik	16.28	15.79	13.37	16.97
2610305D13Rik	0.79	0.8	0.88	1.17
2610306M01Rik	5.47	6.64	6.72	6.3
2610307P16Rik	0.05	0.04	0.15	0.05
2610316D01Rik	0	0	0	0
2610318N02Rik	0.1	0	0.07	0.38
2610507B11Rik	122.36	117.06	98.91	108.59
2610507I01Rik	9.28	7.25	6.72	8.74
2610524H06Rik	4.56	6.06	6.7	6.17
2610528A11Rik	8.56	8.91	9.6	17.4
2610528J11Rik	0	0	0.11	0
2700029M09Rik	18.54	17.16	17.86	24.32
2700038G22Rik	1.37	0.78	0.76	1.23
2700046A07Rik	0	0	0.09	0
2700046G09Rik	1.86	1.46	2.14	1
2700049A03Rik	2.85	2.91	2.38	3.54
2700054A10Rik	0.11	0.12	0.09	0.19
2700060E02Rik	135.66	137.41	101.51	150.21
2700062C07Rik	18.29	16.74	12.74	13.78
2700069I18Rik	0.99	0.84	0.5	0.16
2700070H01Rik	0	0	0.11	0.07
2700081O15Rik	16.44	17.49	15.85	14.62
2700089I24Rik	0.13	0	0.05	0
2700094K13Rik	29.75	29.34	44.22	26.59
2700097O09Rik	7.68	8.55	6.56	7.18
2700099C18Rik	1.07	1.16	0.83	0.93
2810001G20Rik	6.78	9.28	8.02	4.33
2810002D19Rik	6.64	6.08	3.77	6.68
2810004N23Rik	44.11	46.61	30.49	42.78
2810006K23Rik	13.77	13.54	12.07	12.99
2810013P06Rik	5.44	6.63	6.06	4.52
2810021J22Rik	2.76	3.19	2.42	2.93
2810025M15Rik	10.22	11.2	12.5	11.3
2810029C07Rik	0.68	0.64	0.38	0.36
2810032G03Rik	1.78	2.1	1.79	2.36
